Feature,Value,Model,Subject,Sensor
trunk_jerk_mad,0.0,LassoLars(random_state=8748),9,trunk
trunk_jerk_rms,0.0,LassoLars(random_state=8748),9,trunk
trunk_jerk_mean,0.0,LassoLars(random_state=8748),9,trunk
trunk_acc_perc75,0.0,LassoLars(random_state=8748),9,trunk
trunk_acc_perc25,0.0,LassoLars(random_state=8748),9,trunk
trunk_acc_med,0.0,LassoLars(random_state=8748),9,trunk
trunk_acc_max,0.0,LassoLars(random_state=8748),9,trunk
trunk_acc_min,0.0,LassoLars(random_state=8748),9,trunk
trunk_acc_std,0.0,LassoLars(random_state=8748),9,trunk
trunk_acc_mad,0.0,LassoLars(random_state=8748),9,trunk
trunk_jerk_perc75,0.0,LassoLars(random_state=8748),9,trunk
error,0,DummyRegressor(),9,trunk
trunk_jerk_med,0.7466391511857946,PassiveAggressiveRegressor(random_state=8748),9,trunk
trunk_jerk_max,0.6153476797772511,PassiveAggressiveRegressor(random_state=8748),9,trunk
trunk_acc_max,0.44845736468696595,PassiveAggressiveRegressor(random_state=8748),9,trunk
trunk_acc_perc75,0.41269974942980087,PassiveAggressiveRegressor(random_state=8748),9,trunk
trunk_acc_rms,0.36941863842505235,PassiveAggressiveRegressor(random_state=8748),9,trunk
trunk_acc_med,0.36852162151232776,PassiveAggressiveRegressor(random_state=8748),9,trunk
trunk_acc_mean,0.3684574928429799,PassiveAggressiveRegressor(random_state=8748),9,trunk
trunk_jerk_perc75,0.34315309629066826,PassiveAggressiveRegressor(random_state=8748),9,trunk
trunk_acc_perc25,0.3391375193593611,PassiveAggressiveRegressor(random_state=8748),9,trunk
trunk_acc_min,0.23885117795864955,PassiveAggressiveRegressor(random_state=8748),9,trunk
trunk_jerk_rms,0.22307556405801443,PassiveAggressiveRegressor(random_state=8748),9,trunk
trunk_jerk_mean,0.17769844403790175,PassiveAggressiveRegressor(random_state=8748),9,trunk
trunk_jerk_std,0.09763285456166934,PassiveAggressiveRegressor(random_state=8748),9,trunk
trunk_jerk_perc25,0.0880816491636494,PassiveAggressiveRegressor(random_state=8748),9,trunk
trunk_jerk_min,0.06861720545510286,PassiveAggressiveRegressor(random_state=8748),9,trunk
trunk_acc_mad,0.029314220620135972,PassiveAggressiveRegressor(random_state=8748),9,trunk
trunk_acc_std,0.02848326954534222,PassiveAggressiveRegressor(random_state=8748),9,trunk
trunk_jerk_mad,0.004614944673591401,PassiveAggressiveRegressor(random_state=8748),9,trunk
trunk_acc_mean,131175.83,Lars(random_state=8748),9,trunk
trunk_acc_rms,130397.92,Lars(random_state=8748),9,trunk
trunk_acc_mad,12432.474,Lars(random_state=8748),9,trunk
trunk_acc_std,10287.5625,Lars(random_state=8748),9,trunk
trunk_acc_perc75,4572.863,Lars(random_state=8748),9,trunk
trunk_acc_perc25,4269.1333,Lars(random_state=8748),9,trunk
trunk_acc_med,1294.3677,Lars(random_state=8748),9,trunk
trunk_jerk_mean,242.30714,Lars(random_state=8748),9,trunk
trunk_jerk_mad,229.012,Lars(random_state=8748),9,trunk
trunk_jerk_std,146.1403,Lars(random_state=8748),9,trunk
trunk_jerk_rms,126.07004,Lars(random_state=8748),9,trunk
trunk_jerk_perc25,115.50679,Lars(random_state=8748),9,trunk
trunk_jerk_med,111.23407,Lars(random_state=8748),9,trunk
trunk_acc_max,73.47222,Lars(random_state=8748),9,trunk
trunk_jerk_perc75,50.82817,Lars(random_state=8748),9,trunk
trunk_acc_min,31.515135,Lars(random_state=8748),9,trunk
trunk_jerk_min,22.666405,Lars(random_state=8748),9,trunk
trunk_jerk_max,0.24698816,Lars(random_state=8748),9,trunk
trunk_acc_perc25,0.10355954121821564,"ExtraTreesRegressor(n_jobs=-1, random_state=7184)",10,trunk
trunk_acc_rms,0.09660248294295982,"ExtraTreesRegressor(n_jobs=-1, random_state=7184)",10,trunk
trunk_acc_mean,0.08670925648333139,"ExtraTreesRegressor(n_jobs=-1, random_state=7184)",10,trunk
trunk_acc_min,0.06472241279233333,"ExtraTreesRegressor(n_jobs=-1, random_state=7184)",10,trunk
trunk_acc_med,0.060798331322063866,"ExtraTreesRegressor(n_jobs=-1, random_state=7184)",10,trunk
trunk_jerk_min,0.06064380940570318,"ExtraTreesRegressor(n_jobs=-1, random_state=7184)",10,trunk
trunk_acc_perc75,0.05520583515079475,"ExtraTreesRegressor(n_jobs=-1, random_state=7184)",10,trunk
trunk_jerk_perc25,0.05212601694413492,"ExtraTreesRegressor(n_jobs=-1, random_state=7184)",10,trunk
trunk_acc_max,0.04836682044738062,"ExtraTreesRegressor(n_jobs=-1, random_state=7184)",10,trunk
trunk_jerk_mad,0.04723089371826266,"ExtraTreesRegressor(n_jobs=-1, random_state=7184)",10,trunk
trunk_jerk_med,0.04669766440072669,"ExtraTreesRegressor(n_jobs=-1, random_state=7184)",10,trunk
trunk_acc_mad,0.044959858922361595,"ExtraTreesRegressor(n_jobs=-1, random_state=7184)",10,trunk
trunk_jerk_std,0.04488991796944287,"ExtraTreesRegressor(n_jobs=-1, random_state=7184)",10,trunk
trunk_jerk_rms,0.043431877421412676,"ExtraTreesRegressor(n_jobs=-1, random_state=7184)",10,trunk
trunk_jerk_max,0.04225682504959991,"ExtraTreesRegressor(n_jobs=-1, random_state=7184)",10,trunk
trunk_jerk_mean,0.036563079231780087,"ExtraTreesRegressor(n_jobs=-1, random_state=7184)",10,trunk
trunk_acc_std,0.033051078764883605,"ExtraTreesRegressor(n_jobs=-1, random_state=7184)",10,trunk
trunk_jerk_perc75,0.032184297814612434,"ExtraTreesRegressor(n_jobs=-1, random_state=7184)",10,trunk
trunk_acc_mean,0.10906519942546575,AdaBoostRegressor(random_state=7184),10,trunk
trunk_acc_perc25,0.10289914675413293,AdaBoostRegressor(random_state=7184),10,trunk
trunk_acc_med,0.0897267473675428,AdaBoostRegressor(random_state=7184),10,trunk
trunk_jerk_mean,0.06737832565316952,AdaBoostRegressor(random_state=7184),10,trunk
trunk_acc_mad,0.06594962454896644,AdaBoostRegressor(random_state=7184),10,trunk
trunk_acc_std,0.06244427245673999,AdaBoostRegressor(random_state=7184),10,trunk
trunk_jerk_std,0.06164454137074881,AdaBoostRegressor(random_state=7184),10,trunk
trunk_acc_rms,0.05826506945804709,AdaBoostRegressor(random_state=7184),10,trunk
trunk_jerk_max,0.057739570439438746,AdaBoostRegressor(random_state=7184),10,trunk
trunk_jerk_min,0.05085503717237448,AdaBoostRegressor(random_state=7184),10,trunk
trunk_acc_max,0.04880222550024356,AdaBoostRegressor(random_state=7184),10,trunk
trunk_acc_min,0.04718467742818222,AdaBoostRegressor(random_state=7184),10,trunk
trunk_jerk_perc25,0.0374660386194302,AdaBoostRegressor(random_state=7184),10,trunk
trunk_jerk_perc75,0.03493313392025984,AdaBoostRegressor(random_state=7184),10,trunk
trunk_jerk_mad,0.03039265039422364,AdaBoostRegressor(random_state=7184),10,trunk
trunk_acc_perc75,0.028697820891544178,AdaBoostRegressor(random_state=7184),10,trunk
trunk_jerk_med,0.02331145786957474,AdaBoostRegressor(random_state=7184),10,trunk
trunk_jerk_rms,0.02324446072991498,AdaBoostRegressor(random_state=7184),10,trunk
trunk_acc_rms,0.117306102544639,"RandomForestRegressor(n_jobs=-1, random_state=7184)",10,trunk
trunk_acc_perc25,0.11317339742730217,"RandomForestRegressor(n_jobs=-1, random_state=7184)",10,trunk
trunk_acc_mean,0.09195498056710777,"RandomForestRegressor(n_jobs=-1, random_state=7184)",10,trunk
trunk_acc_med,0.06963431081259287,"RandomForestRegressor(n_jobs=-1, random_state=7184)",10,trunk
trunk_acc_min,0.06581780789814588,"RandomForestRegressor(n_jobs=-1, random_state=7184)",10,trunk
trunk_acc_perc75,0.0533693829196539,"RandomForestRegressor(n_jobs=-1, random_state=7184)",10,trunk
trunk_jerk_perc25,0.05312611396227652,"RandomForestRegressor(n_jobs=-1, random_state=7184)",10,trunk
trunk_jerk_std,0.05292980634856095,"RandomForestRegressor(n_jobs=-1, random_state=7184)",10,trunk
trunk_jerk_mad,0.05245380940213548,"RandomForestRegressor(n_jobs=-1, random_state=7184)",10,trunk
trunk_acc_max,0.0459654180565977,"RandomForestRegressor(n_jobs=-1, random_state=7184)",10,trunk
trunk_acc_mad,0.04502385007083223,"RandomForestRegressor(n_jobs=-1, random_state=7184)",10,trunk
trunk_jerk_min,0.04236428505496146,"RandomForestRegressor(n_jobs=-1, random_state=7184)",10,trunk
trunk_acc_std,0.03639539065639644,"RandomForestRegressor(n_jobs=-1, random_state=7184)",10,trunk
trunk_jerk_max,0.03460664219236591,"RandomForestRegressor(n_jobs=-1, random_state=7184)",10,trunk
trunk_jerk_perc75,0.03328657341137657,"RandomForestRegressor(n_jobs=-1, random_state=7184)",10,trunk
trunk_jerk_mean,0.032822614796194555,"RandomForestRegressor(n_jobs=-1, random_state=7184)",10,trunk
trunk_jerk_rms,0.030550086819389297,"RandomForestRegressor(n_jobs=-1, random_state=7184)",10,trunk
trunk_jerk_med,0.029219427059471278,"RandomForestRegressor(n_jobs=-1, random_state=7184)",10,trunk
trunk_acc_mean,54,LGBMRegressor(random_state=7184),10,trunk
trunk_acc_perc25,49,LGBMRegressor(random_state=7184),10,trunk
trunk_jerk_min,44,LGBMRegressor(random_state=7184),10,trunk
trunk_acc_max,43,LGBMRegressor(random_state=7184),10,trunk
trunk_acc_rms,31,LGBMRegressor(random_state=7184),10,trunk
trunk_acc_mad,25,LGBMRegressor(random_state=7184),10,trunk
trunk_jerk_max,23,LGBMRegressor(random_state=7184),10,trunk
trunk_jerk_mad,23,LGBMRegressor(random_state=7184),10,trunk
trunk_acc_min,22,LGBMRegressor(random_state=7184),10,trunk
trunk_acc_med,22,LGBMRegressor(random_state=7184),10,trunk
trunk_jerk_perc25,21,LGBMRegressor(random_state=7184),10,trunk
trunk_acc_perc75,20,LGBMRegressor(random_state=7184),10,trunk
trunk_jerk_mean,19,LGBMRegressor(random_state=7184),10,trunk
trunk_jerk_std,19,LGBMRegressor(random_state=7184),10,trunk
trunk_jerk_perc75,19,LGBMRegressor(random_state=7184),10,trunk
trunk_jerk_med,17,LGBMRegressor(random_state=7184),10,trunk
trunk_jerk_rms,9,LGBMRegressor(random_state=7184),10,trunk
trunk_acc_std,4,LGBMRegressor(random_state=7184),10,trunk
trunk_acc_perc25,0.2026734573456883,GradientBoostingRegressor(random_state=7184),10,trunk
trunk_acc_mean,0.16500699041954228,GradientBoostingRegressor(random_state=7184),10,trunk
trunk_acc_rms,0.08840940173283901,GradientBoostingRegressor(random_state=7184),10,trunk
trunk_acc_med,0.07004528747775896,GradientBoostingRegressor(random_state=7184),10,trunk
trunk_acc_min,0.05263121992462904,GradientBoostingRegressor(random_state=7184),10,trunk
trunk_jerk_min,0.043932056834614486,GradientBoostingRegressor(random_state=7184),10,trunk
trunk_jerk_std,0.04330018708293347,GradientBoostingRegressor(random_state=7184),10,trunk
trunk_jerk_max,0.04209844210385402,GradientBoostingRegressor(random_state=7184),10,trunk
trunk_acc_max,0.04066427552039262,GradientBoostingRegressor(random_state=7184),10,trunk
trunk_jerk_perc25,0.03980703652790676,GradientBoostingRegressor(random_state=7184),10,trunk
trunk_jerk_mean,0.03889499604948017,GradientBoostingRegressor(random_state=7184),10,trunk
trunk_acc_mad,0.038676985343044284,GradientBoostingRegressor(random_state=7184),10,trunk
trunk_jerk_mad,0.030727961555954957,GradientBoostingRegressor(random_state=7184),10,trunk
trunk_acc_perc75,0.029133948323413306,GradientBoostingRegressor(random_state=7184),10,trunk
trunk_jerk_perc75,0.027086434334443334,GradientBoostingRegressor(random_state=7184),10,trunk
trunk_jerk_med,0.021323117717069885,GradientBoostingRegressor(random_state=7184),10,trunk
trunk_jerk_rms,0.01499995049893126,GradientBoostingRegressor(random_state=7184),10,trunk
trunk_acc_std,0.01058825120750394,GradientBoostingRegressor(random_state=7184),10,trunk
trunk_acc_mean,0.0,LassoLars(random_state=7184),10,trunk
trunk_acc_rms,0.0,LassoLars(random_state=7184),10,trunk
trunk_jerk_perc25,0.0,LassoLars(random_state=7184),10,trunk
trunk_jerk_med,0.0,LassoLars(random_state=7184),10,trunk
trunk_jerk_max,0.0,LassoLars(random_state=7184),10,trunk
trunk_jerk_min,0.0,LassoLars(random_state=7184),10,trunk
trunk_jerk_std,0.0,LassoLars(random_state=7184),10,trunk
trunk_jerk_mad,0.0,LassoLars(random_state=7184),10,trunk
trunk_jerk_rms,0.0,LassoLars(random_state=7184),10,trunk
trunk_jerk_mean,0.0,LassoLars(random_state=7184),10,trunk
trunk_acc_perc75,0.0,LassoLars(random_state=7184),10,trunk
trunk_acc_perc25,0.0,LassoLars(random_state=7184),10,trunk
trunk_acc_med,0.0,LassoLars(random_state=7184),10,trunk
trunk_acc_max,0.0,LassoLars(random_state=7184),10,trunk
trunk_acc_min,0.0,LassoLars(random_state=7184),10,trunk
trunk_acc_std,0.0,LassoLars(random_state=7184),10,trunk
trunk_acc_mad,0.0,LassoLars(random_state=7184),10,trunk
trunk_jerk_perc75,0.0,LassoLars(random_state=7184),10,trunk
error,0,DummyRegressor(),10,trunk
trunk_acc_mean,0.0,Lasso(random_state=7184),10,trunk
trunk_acc_rms,0.0,Lasso(random_state=7184),10,trunk
trunk_jerk_perc25,0.0,Lasso(random_state=7184),10,trunk
trunk_jerk_med,0.0,Lasso(random_state=7184),10,trunk
trunk_jerk_max,0.0,Lasso(random_state=7184),10,trunk
trunk_jerk_min,0.0,Lasso(random_state=7184),10,trunk
trunk_jerk_std,0.0,Lasso(random_state=7184),10,trunk
trunk_jerk_mad,0.0,Lasso(random_state=7184),10,trunk
trunk_jerk_rms,0.0,Lasso(random_state=7184),10,trunk
trunk_jerk_mean,0.0,Lasso(random_state=7184),10,trunk
trunk_acc_perc75,0.0,Lasso(random_state=7184),10,trunk
trunk_acc_perc25,0.0,Lasso(random_state=7184),10,trunk
trunk_acc_med,0.0,Lasso(random_state=7184),10,trunk
trunk_acc_max,0.0,Lasso(random_state=7184),10,trunk
trunk_acc_min,0.0,Lasso(random_state=7184),10,trunk
trunk_acc_std,0.0,Lasso(random_state=7184),10,trunk
trunk_acc_mad,0.0,Lasso(random_state=7184),10,trunk
trunk_jerk_perc75,0.0,Lasso(random_state=7184),10,trunk
trunk_jerk_max,0.0023711037,BayesianRidge(),10,trunk
trunk_jerk_perc75,0.0005216902,BayesianRidge(),10,trunk
trunk_jerk_rms,0.00049449044,BayesianRidge(),10,trunk
trunk_jerk_mean,0.00034963925,BayesianRidge(),10,trunk
trunk_jerk_std,0.00034835105,BayesianRidge(),10,trunk
trunk_jerk_mad,0.00027364722,BayesianRidge(),10,trunk
trunk_jerk_med,0.0002439489,BayesianRidge(),10,trunk
trunk_jerk_perc25,7.423395e-05,BayesianRidge(),10,trunk
trunk_acc_max,4.6503235e-05,BayesianRidge(),10,trunk
trunk_acc_min,2.808954e-05,BayesianRidge(),10,trunk
trunk_acc_std,1.5247636e-05,BayesianRidge(),10,trunk
trunk_acc_mad,1.0575214e-05,BayesianRidge(),10,trunk
trunk_acc_perc25,1.0526491e-05,BayesianRidge(),10,trunk
trunk_acc_med,5.807151e-06,BayesianRidge(),10,trunk
trunk_acc_mean,3.183869e-06,BayesianRidge(),10,trunk
trunk_acc_rms,2.387705e-06,BayesianRidge(),10,trunk
trunk_jerk_min,1.5100006e-06,BayesianRidge(),10,trunk
trunk_acc_perc75,2.709367e-07,BayesianRidge(),10,trunk
trunk_jerk_max,0.0013963574,ElasticNet(random_state=7184),10,trunk
trunk_acc_mean,0.0,ElasticNet(random_state=7184),10,trunk
trunk_acc_rms,0.0,ElasticNet(random_state=7184),10,trunk
trunk_jerk_perc25,0.0,ElasticNet(random_state=7184),10,trunk
trunk_jerk_med,0.0,ElasticNet(random_state=7184),10,trunk
trunk_jerk_min,0.0,ElasticNet(random_state=7184),10,trunk
trunk_jerk_std,0.0,ElasticNet(random_state=7184),10,trunk
trunk_jerk_mad,0.0,ElasticNet(random_state=7184),10,trunk
trunk_jerk_rms,0.0,ElasticNet(random_state=7184),10,trunk
trunk_jerk_mean,0.0,ElasticNet(random_state=7184),10,trunk
trunk_acc_perc75,0.0,ElasticNet(random_state=7184),10,trunk
trunk_acc_perc25,0.0,ElasticNet(random_state=7184),10,trunk
trunk_acc_med,0.0,ElasticNet(random_state=7184),10,trunk
trunk_acc_max,0.0,ElasticNet(random_state=7184),10,trunk
trunk_acc_min,0.0,ElasticNet(random_state=7184),10,trunk
trunk_acc_std,0.0,ElasticNet(random_state=7184),10,trunk
trunk_acc_mad,0.0,ElasticNet(random_state=7184),10,trunk
trunk_jerk_perc75,0.0,ElasticNet(random_state=7184),10,trunk
trunk_jerk_max,0.016155563,OrthogonalMatchingPursuit(),10,trunk
trunk_acc_mean,0.0,OrthogonalMatchingPursuit(),10,trunk
trunk_acc_rms,0.0,OrthogonalMatchingPursuit(),10,trunk
trunk_jerk_perc25,0.0,OrthogonalMatchingPursuit(),10,trunk
trunk_jerk_med,0.0,OrthogonalMatchingPursuit(),10,trunk
trunk_jerk_min,0.0,OrthogonalMatchingPursuit(),10,trunk
trunk_jerk_std,0.0,OrthogonalMatchingPursuit(),10,trunk
trunk_jerk_mad,0.0,OrthogonalMatchingPursuit(),10,trunk
trunk_jerk_rms,0.0,OrthogonalMatchingPursuit(),10,trunk
trunk_jerk_mean,0.0,OrthogonalMatchingPursuit(),10,trunk
trunk_acc_perc75,0.0,OrthogonalMatchingPursuit(),10,trunk
trunk_acc_perc25,0.0,OrthogonalMatchingPursuit(),10,trunk
trunk_acc_med,0.0,OrthogonalMatchingPursuit(),10,trunk
trunk_acc_max,0.0,OrthogonalMatchingPursuit(),10,trunk
trunk_acc_min,0.0,OrthogonalMatchingPursuit(),10,trunk
trunk_acc_std,0.0,OrthogonalMatchingPursuit(),10,trunk
trunk_acc_mad,0.0,OrthogonalMatchingPursuit(),10,trunk
trunk_jerk_perc75,0.0,OrthogonalMatchingPursuit(),10,trunk
trunk_acc_min,0.44293565,Ridge(random_state=7184),10,trunk
trunk_jerk_perc75,0.37621057,Ridge(random_state=7184),10,trunk
trunk_acc_max,0.35128406,Ridge(random_state=7184),10,trunk
trunk_jerk_med,0.16051714,Ridge(random_state=7184),10,trunk
trunk_jerk_mad,0.15796095,Ridge(random_state=7184),10,trunk
trunk_jerk_perc25,0.11349237,Ridge(random_state=7184),10,trunk
trunk_acc_perc75,0.09791262,Ridge(random_state=7184),10,trunk
trunk_jerk_std,0.090490066,Ridge(random_state=7184),10,trunk
trunk_acc_perc25,0.07942411,Ridge(random_state=7184),10,trunk
trunk_jerk_rms,0.055596888,Ridge(random_state=7184),10,trunk
trunk_acc_rms,0.05296063,Ridge(random_state=7184),10,trunk
trunk_jerk_mean,0.050802816,Ridge(random_state=7184),10,trunk
trunk_acc_mean,0.045622658,Ridge(random_state=7184),10,trunk
trunk_acc_med,0.038410287,Ridge(random_state=7184),10,trunk
trunk_jerk_min,0.0048086736,Ridge(random_state=7184),10,trunk
trunk_jerk_max,0.0036289587,Ridge(random_state=7184),10,trunk
trunk_acc_mad,0.0010731246,Ridge(random_state=7184),10,trunk
trunk_acc_std,0.0001417802,Ridge(random_state=7184),10,trunk
trunk_acc_mean,0.20015280992087858,DecisionTreeRegressor(random_state=7184),10,trunk
trunk_acc_perc25,0.16277904794084494,DecisionTreeRegressor(random_state=7184),10,trunk
trunk_acc_med,0.1394293565692642,DecisionTreeRegressor(random_state=7184),10,trunk
trunk_acc_rms,0.08928724163166989,DecisionTreeRegressor(random_state=7184),10,trunk
trunk_jerk_mean,0.06597688895158021,DecisionTreeRegressor(random_state=7184),10,trunk
trunk_acc_max,0.0585050276673582,DecisionTreeRegressor(random_state=7184),10,trunk
trunk_acc_perc75,0.0450697935712466,DecisionTreeRegressor(random_state=7184),10,trunk
trunk_acc_std,0.03808529103091951,DecisionTreeRegressor(random_state=7184),10,trunk
trunk_jerk_max,0.03780751671433432,DecisionTreeRegressor(random_state=7184),10,trunk
trunk_acc_min,0.028860678309697466,DecisionTreeRegressor(random_state=7184),10,trunk
trunk_jerk_min,0.027308746526474796,DecisionTreeRegressor(random_state=7184),10,trunk
trunk_jerk_rms,0.026523086887279234,DecisionTreeRegressor(random_state=7184),10,trunk
trunk_jerk_mad,0.025381264815752574,DecisionTreeRegressor(random_state=7184),10,trunk
trunk_jerk_perc25,0.01994918876276334,DecisionTreeRegressor(random_state=7184),10,trunk
trunk_jerk_std,0.012494876762859328,DecisionTreeRegressor(random_state=7184),10,trunk
trunk_jerk_perc75,0.00931347956959487,DecisionTreeRegressor(random_state=7184),10,trunk
trunk_jerk_med,0.009208242512311275,DecisionTreeRegressor(random_state=7184),10,trunk
trunk_acc_mad,0.003867461855170744,DecisionTreeRegressor(random_state=7184),10,trunk
trunk_acc_mean,1639.7798,LinearRegression(n_jobs=-1),10,trunk
trunk_acc_rms,1528.2217,LinearRegression(n_jobs=-1),10,trunk
trunk_acc_perc25,210.2611,LinearRegression(n_jobs=-1),10,trunk
trunk_acc_med,166.47307,LinearRegression(n_jobs=-1),10,trunk
trunk_acc_perc75,119.32551,LinearRegression(n_jobs=-1),10,trunk
trunk_acc_std,94.48815,LinearRegression(n_jobs=-1),10,trunk
trunk_acc_mad,59.91513,LinearRegression(n_jobs=-1),10,trunk
trunk_jerk_mean,17.209625,LinearRegression(n_jobs=-1),10,trunk
trunk_jerk_rms,7.364105,LinearRegression(n_jobs=-1),10,trunk
trunk_jerk_mad,4.2685394,LinearRegression(n_jobs=-1),10,trunk
trunk_jerk_std,3.828003,LinearRegression(n_jobs=-1),10,trunk
trunk_jerk_perc75,2.9621277,LinearRegression(n_jobs=-1),10,trunk
trunk_jerk_med,2.2969055,LinearRegression(n_jobs=-1),10,trunk
trunk_acc_min,1.5895958,LinearRegression(n_jobs=-1),10,trunk
trunk_jerk_min,1.463634,LinearRegression(n_jobs=-1),10,trunk
trunk_acc_max,0.7793274,LinearRegression(n_jobs=-1),10,trunk
trunk_jerk_perc25,0.70996857,LinearRegression(n_jobs=-1),10,trunk
trunk_jerk_max,0.022827148,LinearRegression(n_jobs=-1),10,trunk
trunk_jerk_med,1.9617898877657562,HuberRegressor(),10,trunk
trunk_jerk_perc75,1.8939630362418514,HuberRegressor(),10,trunk
trunk_jerk_mad,1.5469865028051404,HuberRegressor(),10,trunk
trunk_jerk_std,1.3623512203991706,HuberRegressor(),10,trunk
trunk_acc_min,1.1941319929446816,HuberRegressor(),10,trunk
trunk_jerk_perc25,1.0084605261293214,HuberRegressor(),10,trunk
trunk_acc_perc25,0.7616803439741754,HuberRegressor(),10,trunk
trunk_jerk_mean,0.7326746382721242,HuberRegressor(),10,trunk
trunk_acc_perc75,0.6324158076651584,HuberRegressor(),10,trunk
trunk_acc_med,0.3896875535993964,HuberRegressor(),10,trunk
trunk_acc_std,0.37074508766403846,HuberRegressor(),10,trunk
trunk_jerk_rms,0.3325440696579616,HuberRegressor(),10,trunk
trunk_acc_mean,0.2567868029125954,HuberRegressor(),10,trunk
trunk_acc_mad,0.24402381761580216,HuberRegressor(),10,trunk
trunk_acc_max,0.16925088821795253,HuberRegressor(),10,trunk
trunk_jerk_min,0.15004899511075434,HuberRegressor(),10,trunk
trunk_acc_rms,0.12712533241233165,HuberRegressor(),10,trunk
trunk_jerk_max,0.03973411108707876,HuberRegressor(),10,trunk
error,0,KNeighborsRegressor(n_jobs=-1),10,trunk
trunk_acc_min,0.22460516978560138,PassiveAggressiveRegressor(random_state=7184),10,trunk
trunk_acc_med,0.2079177038284109,PassiveAggressiveRegressor(random_state=7184),10,trunk
trunk_acc_perc75,0.20662398890541714,PassiveAggressiveRegressor(random_state=7184),10,trunk
trunk_acc_mean,0.20630545865115588,PassiveAggressiveRegressor(random_state=7184),10,trunk
trunk_acc_rms,0.20578329871613366,PassiveAggressiveRegressor(random_state=7184),10,trunk
trunk_acc_perc25,0.2000502965463824,PassiveAggressiveRegressor(random_state=7184),10,trunk
trunk_jerk_perc75,0.16512891303281513,PassiveAggressiveRegressor(random_state=7184),10,trunk
trunk_acc_max,0.14438669535824858,PassiveAggressiveRegressor(random_state=7184),10,trunk
trunk_jerk_mean,0.13806976637406315,PassiveAggressiveRegressor(random_state=7184),10,trunk
trunk_jerk_perc25,0.13415438241016792,PassiveAggressiveRegressor(random_state=7184),10,trunk
trunk_jerk_med,0.13188883691017111,PassiveAggressiveRegressor(random_state=7184),10,trunk
trunk_jerk_rms,0.13029002407420093,PassiveAggressiveRegressor(random_state=7184),10,trunk
trunk_jerk_min,0.026178651993084397,PassiveAggressiveRegressor(random_state=7184),10,trunk
trunk_jerk_max,0.025460460420245214,PassiveAggressiveRegressor(random_state=7184),10,trunk
trunk_jerk_std,0.025268456214834836,PassiveAggressiveRegressor(random_state=7184),10,trunk
trunk_jerk_mad,0.01715855052323015,PassiveAggressiveRegressor(random_state=7184),10,trunk
trunk_acc_mad,0.003985069948268034,PassiveAggressiveRegressor(random_state=7184),10,trunk
trunk_acc_std,0.003615714619080996,PassiveAggressiveRegressor(random_state=7184),10,trunk
trunk_acc_mean,inf,Lars(random_state=7184),10,trunk
trunk_acc_perc75,inf,Lars(random_state=7184),10,trunk
trunk_jerk_perc25,inf,Lars(random_state=7184),10,trunk
trunk_jerk_med,inf,Lars(random_state=7184),10,trunk
trunk_jerk_min,inf,Lars(random_state=7184),10,trunk
trunk_jerk_std,inf,Lars(random_state=7184),10,trunk
trunk_jerk_rms,inf,Lars(random_state=7184),10,trunk
trunk_acc_rms,inf,Lars(random_state=7184),10,trunk
trunk_jerk_mean,inf,Lars(random_state=7184),10,trunk
trunk_acc_perc25,inf,Lars(random_state=7184),10,trunk
trunk_acc_med,inf,Lars(random_state=7184),10,trunk
trunk_acc_max,inf,Lars(random_state=7184),10,trunk
trunk_acc_min,inf,Lars(random_state=7184),10,trunk
trunk_acc_std,inf,Lars(random_state=7184),10,trunk
trunk_acc_mad,inf,Lars(random_state=7184),10,trunk
trunk_jerk_perc75,inf,Lars(random_state=7184),10,trunk
trunk_jerk_mad,1.9022418e+38,Lars(random_state=7184),10,trunk
trunk_jerk_max,9.9135367e+36,Lars(random_state=7184),10,trunk
trunk_acc_med,0.09103728813865766,"ExtraTreesRegressor(n_jobs=-1, random_state=614)",12,trunk
trunk_jerk_med,0.08789612157502777,"ExtraTreesRegressor(n_jobs=-1, random_state=614)",12,trunk
trunk_acc_rms,0.08508449291272477,"ExtraTreesRegressor(n_jobs=-1, random_state=614)",12,trunk
trunk_acc_mean,0.08228798367328,"ExtraTreesRegressor(n_jobs=-1, random_state=614)",12,trunk
trunk_acc_perc75,0.06628108711414063,"ExtraTreesRegressor(n_jobs=-1, random_state=614)",12,trunk
trunk_jerk_perc25,0.061852053977603884,"ExtraTreesRegressor(n_jobs=-1, random_state=614)",12,trunk
trunk_jerk_min,0.05548126804435233,"ExtraTreesRegressor(n_jobs=-1, random_state=614)",12,trunk
trunk_acc_min,0.054099018774929356,"ExtraTreesRegressor(n_jobs=-1, random_state=614)",12,trunk
trunk_acc_max,0.05303978228997135,"ExtraTreesRegressor(n_jobs=-1, random_state=614)",12,trunk
trunk_jerk_perc75,0.04890258003576567,"ExtraTreesRegressor(n_jobs=-1, random_state=614)",12,trunk
trunk_jerk_max,0.04807060974793671,"ExtraTreesRegressor(n_jobs=-1, random_state=614)",12,trunk
trunk_jerk_mean,0.04605412896913076,"ExtraTreesRegressor(n_jobs=-1, random_state=614)",12,trunk
trunk_acc_std,0.04108321468259371,"ExtraTreesRegressor(n_jobs=-1, random_state=614)",12,trunk
trunk_acc_perc25,0.04063500560743381,"ExtraTreesRegressor(n_jobs=-1, random_state=614)",12,trunk
trunk_jerk_mad,0.03840198674238645,"ExtraTreesRegressor(n_jobs=-1, random_state=614)",12,trunk
